County,Stroke_IR
"Warren County,  Illinois",0.000769
"Warren County,  Indiana",0.000635
"Warren County,  Kentucky",0.000914
"Warren County,  Missouri",0.000615
"Warren County,  Mississippi",0.001148
"Warren County,  North Carolina",0.000931
"Warren County,  New Jersey",0.000602
"Warren County,  New York",0.000559
"Warren County,  Ohio",0.000701
"Warren County,  Pennsylvania",0.000734
"Warren County,  Tennessee",0.001031
"Warren County,  Virginia",0.000667
"Warrick County,  Indiana",0.000659
"Wasatch County,  Utah",0.000755
"Wasco County,  Oregon",0.000759
"Waseca County,  Minnesota",0.000671
"Washakie County,  Wyoming",0.000586
"Washburn County,  Wisconsin",0.000755
"Washington County,  Alabama",0.001136
"Washington County,  Arkansas",0.000568
"Washington County,  Colorado",0.000662
"Washington County,  Florida",0.000938
"Washington County,  Georgia",0.000877
"Washington County,  Iowa",0.000557
"Washington County,  Idaho",0.000848
"Washington County,  Illinois",0.000777
"Washington County,  Indiana",0.0009
"Washington County,  Kansas",0.000714
"Washington County,  Kentucky",0.000763
"Washington County,  Maryland",0.000807
"Washington County,  Maine",0.000655
"Washington County,  Minnesota",0.000593
"Washington County,  Missouri",0.000801
"Washington County,  Mississippi",0.00115
"Washington County,  North Carolina",0.000885
"Washington County,  Nebraska",0.0007
"Washington County,  New York",0.0006
"Washington County,  Ohio",0.000801
"Washington County,  Oklahoma",0.000798
"Washington County,  Oregon",0.000629
"Washington County,  Pennsylvania",0.000712
"Washington County,  Rhode Island",0.000499
"Washington County,  Tennessee",0.000701
"Washington County,  Texas",0.000683
"Washington County,  Utah",0.000644
"Washington County,  Virginia",0.000737
"Washington County,  Vermont",0.000557
"Washington County,  Wisconsin",0.000647
"Washington Parish County,  Louisiana",0.000864
"Washita County,  Oklahoma",0.000835
"Washoe County,  Nevada",0.000654
"Washtenaw County,  Michigan",0.00072
"Watauga County,  North Carolina",0.000626
"Watonwan County,  Minnesota",0.000618
"Waukesha County,  Wisconsin",0.000579
"Waupaca County,  Wisconsin",0.000705
"Waushara County,  Wisconsin",0.000531
"Wayne County,  Georgia",0.001414
"Wayne County,  Iowa",0.000847
"Wayne County,  Illinois",0.000833
"Wayne County,  Indiana",0.000881
"Wayne County,  Kentucky",0.000908
"Wayne County,  Michigan",0.000794
"Wayne County,  Missouri",0.000951
"Wayne County,  Mississippi",0.001016
"Wayne County,  North Carolina",0.001208
"Wayne County,  Nebraska",0.000501
"Wayne County,  New York",0.000623
"Wayne County,  Ohio",0.000757
"Wayne County,  Pennsylvania",0.000601
"Wayne County,  Tennessee",0.000935
"Wayne County,  Utah",0.000729
"Wayne County,  West Virginia",0.000905
"Waynesboro City County,  Virginia",0.000702
"Weakley County,  Tennessee",0.000937
"Webb County,  Texas",0.000778
"Weber County,  Utah",0.000797
"Webster County,  Georgia",0.000736
"Webster County,  Iowa",0.00066
"Webster County,  Kentucky",0.000996
"Webster County,  Missouri",0.001029
"Webster County,  Mississippi",0.000939
"Webster County,  Nebraska",0.000727
"Webster County,  West Virginia",0.000881
"Webster Parish County,  Louisiana",0.000986
"Weld County,  Colorado",0.00065
"Wells County,  Indiana",0.000719
"Wells County,  North Dakota",0.000756
"West Baton Rouge Parish County,  Louisiana",0.000903
"West Carroll Parish County,  Louisiana",0.000774
"West Feliciana Parish County,  Louisiana",0.000825
"Westchester County,  New York",0.000448
"Westmoreland County,  Pennsylvania",0.0007
"Westmoreland County,  Virginia",0.000722
"Weston County,  Wyoming",0.0006
"Wetzel County,  West Virginia",0.000697
"Wexford County,  Michigan",0.000778
"Wharton County,  Texas",0.000718
"Whatcom County,  Washington",0.000756
"Wheatland County,  Montana",0.000838
"Wheeler County,  Georgia",0.001091
"Wheeler County,  Nebraska",0.000739
"Wheeler County,  Oregon",0.000784
"Wheeler County,  Texas",0.000743
"White County,  Arkansas",0.000915
"White County,  Georgia",0.000765
"White County,  Illinois",0.000792
"White County,  Indiana",0.000695
"White County,  Tennessee",0.001175
"White Pine County,  Nevada",0.000529
"Whiteside County,  Illinois",0.000678
"Whitfield County,  Georgia",0.000973
"Whitley County,  Indiana",0.000747
"Whitley County,  Kentucky",0.000884
"Whitman County,  Washington",0.000806
"Wibaux County,  Montana",0.000632
"Wichita County,  Kansas",0.00057
"Wichita County,  Texas",0.001068
"Wicomico County,  Maryland",0.000727
"Wilbarger County,  Texas",0.001079
"Wilcox County,  Alabama",0.001134
"Wilcox County,  Georgia",0.000877
"Wilkes County,  Georgia",0.000848
"Wilkes County,  North Carolina",0.000672
"Wilkin County,  Minnesota",0.000648
"Wilkinson County,  Georgia",0.00093
"Wilkinson County,  Mississippi",0.000835
"Will County,  Illinois",0.000766
"Willacy County,  Texas",0.000552
"Williams County,  North Dakota",0.000859
"Williams County,  Ohio",0.000741
"Williamsburg City County,  Virginia",0.000575
"Williamsburg County,  South Carolina",0.001251
"Williamson County,  Illinois",0.000807
"Williamson County,  Tennessee",0.000648
"Williamson County,  Texas",0.000703
"Wilson County,  Kansas",0.00072
"Wilson County,  North Carolina",0.000841
"Wilson County,  Tennessee",0.000816
"Wilson County,  Texas",0.00083
"Winchester City County,  Virginia",0.000669
"Windham County,  Connecticut",0.000584
"Windham County,  Vermont",0.000638
"Windsor County,  Vermont",0.000693
"Winkler County,  Texas",0.00087
"Winn Parish County,  Louisiana",0.000885
"Winnebago County,  Iowa",0.000606
"Winnebago County,  Illinois",0.000753
"Winnebago County,  Wisconsin",0.000562
"Winneshiek County,  Iowa",0.000684
"Winona County,  Minnesota",0.000636
"Winston County,  Alabama",0.001014
"Winston County,  Mississippi",0.001028
"Wirt County,  West Virginia",0.000904
"Wise County,  Texas",0.000896
"Wise County,  Virginia",0.000871
"Wolfe County,  Kentucky",0.001156
"Wood County,  Ohio",0.000848
"Wood County,  Texas",0.000842
"Wood County,  Wisconsin",0.000673
"Wood County,  West Virginia",0.000886
"Woodbury County,  Iowa",0.000521
"Woodford County,  Illinois",0.000707
"Woodford County,  Kentucky",0.00073
"Woodruff County,  Arkansas",0.000949
"Woods County,  Oklahoma",0.000514
"Woodson County,  Kansas",0.000573
"Woodward County,  Oklahoma",0.000583
"Worcester County,  Massachusetts",0.000667
"Worcester County,  Maryland",0.000725
"Worth County,  Georgia",0.000924
"Worth County,  Iowa",0.000583
"Worth County,  Missouri",0.000599
"Wrangell-Petersburg County,  Alaska",0
"Wright County,  Iowa",0.000628
"Wright County,  Minnesota",0.000567
"Wright County,  Missouri",0.000913
"Wyandot County,  Ohio",0.000982
"Wyandotte County,  Kansas",0.000832
"Wyoming County,  New York",0.000704
"Wyoming County,  Pennsylvania",0.000639
"Wyoming County,  West Virginia",0.000904
"Wythe County,  Virginia",0.000874
"Saint John (County Equivalent) County,  Virgin Islands",0
"Yadkin County,  North Carolina",0.00096
"Yakima County,  Washington",0.000717
"Yakutat County,  Alaska",0
"Yalobusha County,  Mississippi",0.000949
"Yamhill County,  Oregon",0.000707
"Yancey County,  North Carolina",0.000793
"Yankton County,  South Dakota",0.000686
"Yates County,  New York",0.00063
"Saint Thomas (County Equivalent) County,  Virgin Islands",0
"Yavapai County,  Arizona",0.000593
"Yazoo County,  Mississippi",0.001152
"Yell County,  Arkansas",0.000997
"Yellow Medicine County,  Minnesota",0.000624
"Yellowstone County,  Montana",0.000712
"Yoakum County,  Texas",0.00079
"Yolo County,  California",0.000728
"York County,  Maine",0.000579
"York County,  Nebraska",0.000739
"York County,  Pennsylvania",0.000787
"York County,  South Carolina",0.000901
"York County,  Virginia",0.000617
"Young County,  Texas",0.000913
"Yuba County,  California",0.001026
"Yukon-Koyukuk County,  Alaska",0.000832
"Yuma County,  Arizona",0.00057
"Yuma County,  Colorado",0.00062
"Zapata County,  Texas",0.000735
"Zavala County,  Texas",0.000763
"Ziebach County,  South Dakota",0.000519
