County,Stroke_IR
"Lemhi County, Idaho",55.70
"Lenawee County, Michigan",77.40
"Lenoir County, North Carolina",115.80
"Leon County, Florida",69.70
"Leon County, Texas",82.30
"Leslie County, Kentucky",103.30
"Letcher County, Kentucky",89.00
"Levy County, Florida",81.20
"Lewis and Clark County, Montana",68.40
"Lewis County, Idaho",69.10
"Lewis County, Kentucky",95.70
"Lewis County, Missouri",85.60
"Lewis County, New York",62.00
"Lewis County, Tennessee",97.30
"Lewis County, Washington",78.10
"Lewis County, West Virginia",87.90
"Lexington City County, Virginia",71.30
"Lexington County, South Carolina",70.50
"Liberty County, Florida",72.50
"Liberty County, Georgia",82.00
"Liberty County, Montana",63.20
"Liberty County, Texas",92.20
"Licking County, Ohio",77.80
"Limestone County, Alabama",87.40
"Limestone County, Texas",100.10
"Lincoln County, Arkansas",101.60
"Lincoln County, Colorado",68.50
"Lincoln County, Georgia",74.10
"Lincoln County, Idaho",52.30
"Lincoln County, Kansas",75.20
"Lincoln County, Kentucky",73.40
"Lincoln County, Maine",74.70
"Lincoln County, Minnesota",82.00
"Lincoln County, Missouri",59.20
"Lincoln County, Mississippi",93.00
"Lincoln County, Montana",83.80
"Lincoln County, North Carolina",82.30
"Lincoln County, Nebraska",58.30
"Lincoln County, New Mexico",61.50
"Lincoln County, Nevada",69.90
"Lincoln County, Oklahoma",86.90
"Lincoln County, Oregon",69.80
"Lincoln County, South Dakota",66.90
"Lincoln County, Tennessee",86.60
"Lincoln County, Washington",82.60
"Lincoln County, Wisconsin",60.90
"Lincoln County, West Virginia",82.70
"Lincoln County, Wyoming",59.10
"Lincoln Parish County, Louisiana",78.60
"Linn County, Iowa",52.20
"Linn County, Kansas",78.10
"Linn County, Missouri",82.60
"Linn County, Oregon",78.30
"Lipscomb County, Texas",80.40
"Litchfield County, Connecticut",52.50
"Little River County, Arkansas",94.00
"Live Oak County, Texas",89.50
"Livingston County, Illinois",74.30
"Livingston County, Kentucky",85.20
"Livingston County, Michigan",69.90
"Livingston County, Missouri",85.00
"Livingston County, New York",62.20
"Livingston Parish County, Louisiana",87.40
"Llano County, Texas",62.10
"Logan County, Arkansas",86.50
"Logan County, Colorado",61.90
"Logan County, Illinois",76.20
"Logan County, Kansas",52.30
"Logan County, Kentucky",84.10
"Logan County, North Dakota",68.60
"Logan County, Nebraska",64.50
"Logan County, Ohio",112.70
"Logan County, Oklahoma",82.40
"Logan County, West Virginia",115.30
"Las Piedras Municipio County, Puerto Rico",48.60
"Long County, Georgia",49.00
"Lonoke County, Arkansas",92.00
"Lorain County, Ohio",65.70
"Los Alamos County, New Mexico",60.10
"Los Angeles County, California",65.80
"Loudon County, Tennessee",72.70
"Loudoun County, Virginia",53.30
"Louisa County, Iowa",72.40
"Louisa County, Virginia",66.80
"Loup County, Nebraska",76.30
"Love County, Oklahoma",75.80
"Loving County, Texas",76.20
"Lowndes County, Alabama",111.20
"Lowndes County, Georgia",83.30
"Lowndes County, Mississippi",105.00
"Lubbock County, Texas",81.80
"Lucas County, Iowa",74.60
"Lucas County, Ohio",84.40
"Luce County, Michigan",69.60
"Lumpkin County, Georgia",79.20
"Luna County, New Mexico",80.50
"Lunenburg County, Virginia",98.20
"Loiza Municipio County, Puerto Rico",52.30
"Luzerne County, Pennsylvania",65.10
"Lycoming County, Pennsylvania",64.80
"Lyman County, South Dakota",67.70
"Lynchburg City County, Virginia",103.70
"Lynn County, Texas",83.30
"Lyon County, Iowa",66.60
"Lyon County, Kansas",82.10
"Lyon County, Kentucky",97.30
"Lyon County, Minnesota",50.70
"Lyon County, Nevada",85.00
"Mackinac County, Michigan",73.70
"Macomb County, Michigan",68.00
"Macon County, Alabama",93.60
"Macon County, Georgia",103.30
"Macon County, Illinois",79.20
"Macon County, Missouri",86.70
"Macon County, North Carolina",63.50
"Macon County, Tennessee",79.60
"Macoupin County, Illinois",81.80
"Madera County, California",84.30
"Madison County, Alabama",82.80
"Madison County, Arkansas",66.30
"Madison County, Florida",84.10
"Madison County, Georgia",101.10
"Madison County, Iowa",55.30
"Madison County, Idaho",63.80
"Madison County, Illinois",86.50
"Madison County, Indiana",77.80
"Madison County, Kentucky",70.70
"Madison County, Missouri",81.20
"Madison County, Mississippi",97.40
"Madison County, Montana",54.70
"Madison County, North Carolina",85.10
"Madison County, Nebraska",65.20
"Madison County, New York",63.50
"Madison County, Ohio",80.90
"Madison County, Tennessee",104.50
"Madison County, Texas",83.00
"Madison County, Virginia",71.00
"Madison Parish County, Louisiana",89.80
"Magoffin County, Kentucky",77.70
"Mahaska County, Iowa",75.70
"Mahnomen County, Minnesota",68.10
"Mahoning County, Ohio",76.50
"Major County, Oklahoma",68.00
"Malheur County, Oregon",76.40
"Manassas City County, Virginia",83.90
"Manassas Park City County, Virginia",66.70
"Manatee County, Florida",49.30
"Luquillo Municipio County, Puerto Rico",45.70
"Manistee County, Michigan",70.30
"Manitowoc County, Wisconsin",68.90
"Marathon County, Wisconsin",60.50
"Marengo County, Alabama",105.40
"Manati Municipio County, Puerto Rico",50.40
"Maricao Municipio County, Puerto Rico",55.90
"Maricopa County, Arizona",56.50
"Maries County, Missouri",53.00
"Marin County, California",48.00
"Marinette County, Wisconsin",69.70
"Marion County, Alabama",104.80
"Marion County, Arkansas",79.40
"Marion County, Florida",58.70
"Marion County, Georgia",63.00
"Marion County, Iowa",67.30
"Marion County, Illinois",75.70
"Marion County, Indiana",79.50
"Marion County, Kansas",78.50
"Marion County, Kentucky",82.00
"Marion County, Missouri",77.30
"Marion County, Mississippi",95.20
"Marion County, Ohio",78.00
"Marion County, Oregon",76.70
"Marion County, South Carolina",137.10
"Marion County, Tennessee",97.40
"Marion County, Texas",93.70
"Marion County, West Virginia",71.30
"Mariposa County, California",81.50
"Marlboro County, South Carolina",122.80
"Marquette County, Michigan",65.20
"Marquette County, Wisconsin",63.00
"Marshall County, Alabama",108.60
"Marshall County, Iowa",65.10
"Marshall County, Illinois",82.50
"Marshall County, Indiana",79.40
"Marshall County, Kansas",83.20
"Marshall County, Kentucky",86.60
"Marshall County, Minnesota",56.70
"Marshall County, Mississippi",99.40
"Marshall County, Oklahoma",74.40
"Marshall County, South Dakota",78.90
"Marshall County, Tennessee",85.30
"Marshall County, West Virginia",73.70
"Martin County, Florida",62.60
"Martin County, Indiana",94.30
"Martin County, Kentucky",79.50
"Martin County, Minnesota",59.00
"Martin County, North Carolina",105.40
"Martin County, Texas",74.50
"Martinsville City County, Virginia",117.60
"Mason County, Illinois",78.00
"Mason County, Kentucky",126.40
"Mason County, Michigan",93.30
"Mason County, Texas",53.70
"Mason County, Washington",67.90
"Mason County, West Virginia",100.40
"Massac County, Illinois",79.50
"Matagorda County, Texas",82.60
"Matanuska-Susitna County, Alaska",83.90
"Mathews County, Virginia",84.30
"Maui County, Hawaii",59.20
"Maunabo Municipio County, Puerto Rico",53.00
"Maury County, Tennessee",106.90
"Maverick County, Texas",76.90
"Mayaguez Municipio County, Puerto Rico",49.70
"Mayes County, Oklahoma",79.70
"McClain County, Oklahoma",81.40
"McCone County, Montana",80.30
"McCook County, South Dakota",80.00
"McCormick County, South Carolina",75.50
"McCracken County, Kentucky",83.70
"McCreary County, Kentucky",84.50
"McCulloch County, Texas",114.30
"McCurtain County, Oklahoma",87.80
"McDonald County, Missouri",76.00
"McDonough County, Illinois",73.50
"McDowell County, North Carolina",79.90
"McDowell County, West Virginia",72.20
"McDuffie County, Georgia",82.90
"McHenry County, Illinois",71.60
"McHenry County, North Dakota",57.50
"McIntosh County, Georgia",53.80
"McIntosh County, North Dakota",48.80
"McIntosh County, Oklahoma",81.00
"McKean County, Pennsylvania",63.40
"McKenzie County, North Dakota",73.60
"McKinley County, New Mexico",63.80
"McLean County, Illinois",67.10
"McLean County, Kentucky",88.60
"McLean County, North Dakota",64.50
"McLennan County, Texas",90.90
"McLeod County, Minnesota",89.70
"McMinn County, Tennessee",101.30
"McMullen County, Texas",82.80
"McNairy County, Tennessee",82.60
"McPherson County, Kansas",71.80
"McPherson County, Nebraska",68.30
"McPherson County, South Dakota",71.30
"Meade County, Kansas",72.10
"Meade County, Kentucky",72.40
"Meade County, South Dakota",53.90
"Meagher County, Montana",60.40
"Mecklenburg County, North Carolina",74.80
"Mecklenburg County, Virginia",98.70
"Mecosta County, Michigan",72.60
"Medina County, Ohio",63.70
"Medina County, Texas",86.00
"Meeker County, Minnesota",72.00
"Meigs County, Ohio",98.00
"Meigs County, Tennessee",94.90
"Mellette County, South Dakota",56.70
"Menard County, Illinois",80.20
"Menard County, Texas",82.70
"Mendocino County, California",71.70
"Menifee County, Kentucky",78.10
"Menominee County, Michigan",54.80
"Menominee County, Wisconsin",72.90
"Merced County, California",82.50
"Mercer County, Illinois",70.70
"Mercer County, Kentucky",71.50
"Mercer County, Missouri",75.30
"Mercer County, North Dakota",59.40
"Mercer County, New Jersey",61.10
"Mercer County, Ohio",78.10
"Mercer County, Pennsylvania",75.90
"Mercer County, West Virginia",85.20
"Meriwether County, Georgia",85.90
"Merrick County, Nebraska",66.90
"Merrimack County, New Hampshire",52.80
"Mesa County, Colorado",71.20
"Metcalfe County, Kentucky",109.10
"Miami County, Indiana",76.60
"Miami County, Kansas",63.80
"Miami County, Ohio",83.30
"Miami-Dade County, Florida",72.20
"Middlesex County, Connecticut",53.30
"Middlesex County, Massachusetts",47.80
"Middlesex County, New Jersey",57.70
"Middlesex County, Virginia",68.10
"Midland County, Michigan",68.00
"Midland County, Texas",71.30
"Mifflin County, Pennsylvania",65.40
"Milam County, Texas",71.50
"Millard County, Utah",85.10
"Mille Lacs County, Minnesota",68.30
"Miller County, Arkansas",122.80
"Miller County, Georgia",110.30
"Miller County, Missouri",76.70
"Mills County, Iowa",67.80
"Mills County, Texas",85.60
"Milwaukee County, Wisconsin",68.70
"Miner County, South Dakota",98.30
"Mineral County, Colorado",55.00
"Mineral County, Montana",73.00
"Mineral County, Nevada",72.30
"Mineral County, West Virginia",74.50
"Mingo County, West Virginia",93.40
"Minidoka County, Idaho",56.50
"Minnehaha County, South Dakota",74.60
"Missaukee County, Michigan",77.20
"Mississippi County, Arkansas",98.40
"Mississippi County, Missouri",90.50
"Missoula County, Montana",70.80
"Mitchell County, Georgia",94.70
"Mitchell County, Iowa",61.80
"Mitchell County, Kansas",110.60
"Mitchell County, North Carolina",76.30
"Mitchell County, Texas",88.00
"Mobile County, Alabama",94.80
"Moca Municipio County, Puerto Rico",50.90
"Modoc County, California",69.60
"Moffat County, Colorado",65.10
"Mohave County, Arizona",68.40
"Moniteau County, Missouri",75.70
"Monmouth County, New Jersey",59.40
"Mono County, California",81.30
"Monona County, Iowa",51.20
"Monongalia County, West Virginia",72.10
"Monroe County, Alabama",108.40
"Monroe County, Arkansas",100.30
"Monroe County, Florida",65.30
"Monroe County, Georgia",72.70
"Monroe County, Iowa",85.00
"Monroe County, Illinois",75.40
"Monroe County, Indiana",61.00
"Monroe County, Kentucky",119.90
"Monroe County, Michigan",76.80
"Monroe County, Missouri",87.80
"Monroe County, Mississippi",114.70
"Monroe County, New York",62.90
"Monroe County, Ohio",71.00
"Monroe County, Pennsylvania",61.30
"Monroe County, Tennessee",93.20
"Monroe County, Wisconsin",69.20
"Monroe County, West Virginia",78.70
"Montague County, Texas",117.20
"Montcalm County, Michigan",68.30
"Monterey County, California",65.70
"Montezuma County, Colorado",68.30
"Montgomery County, Alabama",104.30
"Montgomery County, Arkansas",99.50
"Montgomery County, Georgia",119.00
"Montgomery County, Iowa",74.80
"Montgomery County, Illinois",87.40
"Montgomery County, Indiana",73.00
"Montgomery County, Kansas",82.20
"Montgomery County, Kentucky",79.80
"Montgomery County, Maryland",47.80
"Montgomery County, Missouri",60.90
"Montgomery County, Mississippi",107.50
"Montgomery County, North Carolina",93.50
"Montgomery County, New York",55.00
"Montgomery County, Ohio",88.10
"Montgomery County, Pennsylvania",83.60
"Montgomery County, Tennessee",104.60
"Montgomery County, Texas",78.50
"Montgomery County, Virginia",72.00
"Montmorency County, Michigan",74.50
"Montour County, Pennsylvania",66.60
"Montrose County, Colorado",70.50
"Moody County, South Dakota",77.90
"Moore County, North Carolina",76.60
"Moore County, Tennessee",94.30
"Moore County, Texas",96.20
"Mora County, New Mexico",66.40
"Morehouse Parish County, Louisiana",116.70
"Morgan County, Alabama",97.00
"Morgan County, Colorado",67.90
"Morgan County, Georgia",85.00
"Morgan County, Illinois",77.30
"Morgan County, Indiana",72.20
"Morgan County, Kentucky",72.40
"Morgan County, Missouri",78.80
"Morgan County, Ohio",78.60
"Morgan County, Tennessee",72.90
"Morgan County, Utah",74.80
"Morgan County, West Virginia",76.00
"Morovis Municipio County, Puerto Rico",58.40
"Morrill County, Nebraska",68.30
"Morris County, Kansas",87.10
"Morris County, New Jersey",54.10
"Morris County, Texas",108.30
"Morrison County, Minnesota",66.10
"Morrow County, Ohio",71.80
"Morrow County, Oregon",67.80
"Morton County, Kansas",73.00
"Morton County, North Dakota",64.90
"Motley County, Texas",133.70
"Moultrie County, Illinois",76.80
"Mountrail County, North Dakota",72.10
"Mower County, Minnesota",58.20
"Muhlenberg County, Kentucky",84.40
"Multnomah County, Oregon",77.10
"Murray County, Georgia",92.70
"Murray County, Minnesota",62.00
"Murray County, Oklahoma",92.10
"Muscatine County, Iowa",62.90
"Muscogee County, Georgia",89.90
"Muskegon County, Michigan",77.90
"Muskingum County, Ohio",74.70
"Muskogee County, Oklahoma",116.70
"Musselshell County, Montana",71.80
"Nacogdoches County, Texas",121.80
"Naguabo Municipio County, Puerto Rico",46.80
"Nance County, Nebraska",65.00
"Nantucket County, Massachusetts",59.60
"Napa County, California",63.10
"Naranjito Municipio County, Puerto Rico",46.10
"Nash County, North Carolina",92.70
"Nassau County, Florida",74.80
"Nassau County, New York",45.10
"Natchitoches Parish County, Louisiana",120.40
"Natrona County, Wyoming",60.90
"Navajo County, Arizona",54.20
"Navarro County, Texas",104.20
"Nelson County, Kentucky",71.60
"Nelson County, North Dakota",86.70
"Nelson County, Virginia",60.90
"Nemaha County, Kansas",96.10
"Nemaha County, Nebraska",69.20
"Neosho County, Kansas",77.20
"Neshoba County, Mississippi",101.40
"Ness County, Kansas",65.60
"Nevada County, Arkansas",110.10
"Nevada County, California",65.20
"New Castle County, Delaware",82.70
"New Hanover County, North Carolina",122.10
"New Haven County, Connecticut",52.20
"New Kent County, Virginia",70.50
"New London County, Connecticut",58.10
"New Madrid County, Missouri",106.90
"New York County, New York",36.90
"Newaygo County, Michigan",68.70
"Newberry County, South Carolina",91.70
"Newport County, Rhode Island",55.20
"Newport News City County, Virginia",77.40
"Newton County, Arkansas",74.80
"Newton County, Georgia",90.10
"Newton County, Indiana",78.60
"Newton County, Missouri",78.60
"Newton County, Mississippi",94.60
"Newton County, Texas",108.30
"Nez Perce County, Idaho",74.30
"Niagara County, New York",62.60
"Nicholas County, Kentucky",110.70
"Nicholas County, West Virginia",91.60
"Nicollet County, Minnesota",63.90
"Niobrara County, Wyoming",74.30
"Noble County, Indiana",75.80
"Noble County, Ohio",72.50
"Noble County, Oklahoma",77.30
"Nobles County, Minnesota",61.40
"Nodaway County, Missouri",62.90
"Nolan County, Texas",81.10
"Nome County, Alaska",84.70
"Norfolk City County, Virginia",90.50
"Norfolk County, Massachusetts",47.00
"Norman County, Minnesota",58.80
"North Slope County, Alaska",102.00
"Northampton County, North Carolina",85.10
"Northampton County, Pennsylvania",61.90
"Northampton County, Virginia",81.20
"Northumberland County, Pennsylvania",68.20
"Northumberland County, Virginia",87.60
"Northwest Arctic County, Alaska",86.70
"Norton City County, Virginia",85.70
"Norton County, Kansas",59.00
"Nottoway County, Virginia",97.00
"Nowata County, Oklahoma",78.80
"Noxubee County, Mississippi",105.20
"Nuckolls County, Nebraska",74.60
"Nueces County, Texas",87.80
"Nye County, Nevada",70.20
"O'Brien County, Iowa",74.40
"Oakland County, Michigan",71.10
"Obion County, Tennessee",87.90
"Ocean County, New Jersey",56.20
"Oceana County, Michigan",81.40
"Ochiltree County, Texas",103.40
"Oconee County, Georgia",88.40
"Oconee County, South Carolina",83.60
"Oconto County, Wisconsin",67.70
"Ogemaw County, Michigan",64.80
"Ogle County, Illinois",74.60
"Oglethorpe County, Georgia",89.20
"Ohio County, Indiana",80.30
"Ohio County, Kentucky",84.30
"Ohio County, West Virginia",75.50
"Okaloosa County, Florida",67.80
"Okanogan County, Washington",73.10
"Okeechobee County, Florida",64.30
"Okfuskee County, Oklahoma",88.40
"Oklahoma County, Oklahoma",86.60
"Okmulgee County, Oklahoma",81.20
"Oktibbeha County, Mississippi",99.60
"Oldham County, Kentucky",70.30
"Oldham County, Texas",74.40
"Oliver County, North Dakota",66.50
"Olmsted County, Minnesota",56.00
"Oneida County, Idaho",81.40
"Oneida County, New York",61.30
"Oneida County, Wisconsin",61.30
"Onondaga County, New York",64.70
"Onslow County, North Carolina",99.50
"Ontario County, New York",62.40
"Ontonagon County, Michigan",85.70
"Orange County, California",68.50
"Orange County, Florida",82.20
"Orange County, Indiana",93.10
"Orange County, North Carolina",67.30
"Orange County, New York",56.30
"Orange County, Texas",103.50
"Orange County, Virginia",66.00
"Orange County, Vermont",72.80
"Orangeburg County, South Carolina",111.00
"Oregon County, Missouri",82.70
"Orleans County, New York",73.50
"Orleans County, Vermont",59.90
"Orleans Parish County, Louisiana",82.90
"Orocovis Municipio County, Puerto Rico",71.00
"Osage County, Kansas",171.20
"Osage County, Missouri",64.70
"Osage County, Oklahoma",82.10
"Osborne County, Kansas",76.60
"Osceola County, Florida",68.80
"Osceola County, Iowa",73.80
"Osceola County, Michigan",81.40
"Oscoda County, Michigan",72.30
"Oswego County, New York",64.10
"Otero County, Colorado",80.40
"Otero County, New Mexico",64.60
"Otoe County, Nebraska",61.70
"Otsego County, Michigan",76.60
"Otsego County, New York",59.20
"Ottawa County, Kansas",109.60
"Ottawa County, Michigan",65.70
"Ottawa County, Ohio",78.60
"Ottawa County, Oklahoma",109.90
"Otter Tail County, Minnesota",70.50
"Ouachita County, Arkansas",104.80
"Ouachita Parish County, Louisiana",81.50
"Ouray County, Colorado",63.30
"Outagamie County, Wisconsin",67.10
"Overton County, Tennessee",92.20
"Owen County, Indiana",75.30
"Owen County, Kentucky",83.20
"Owsley County, Kentucky",88.50
"Owyhee County, Idaho",66.90
"Oxford County, Maine",59.90
"Ozark County, Missouri",81.60
"Ozaukee County, Wisconsin",61.00
"Pacific County, Washington",85.60
"Page County, Iowa",65.00
"Page County, Virginia",68.80
"Palm Beach County, Florida",62.40
"Palo Alto County, Iowa",66.20
"Palo Pinto County, Texas",87.00
"Pamlico County, North Carolina",77.90
"Panola County, Mississippi",79.40
"Panola County, Texas",84.70
"Park County, Colorado",58.40
"Park County, Montana",57.40
"Park County, Wyoming",52.90
"Parke County, Indiana",99.50
"Parker County, Texas",89.70
"Parmer County, Texas",70.90
"Pasco County, Florida",74.90
"Pasquotank County, North Carolina",73.40
"Passaic County, New Jersey",55.00
"Patillas Municipio County, Puerto Rico",53.40
"Patrick County, Virginia",84.50
"Paulding County, Georgia",84.90
"Paulding County, Ohio",68.70
"Pawnee County, Kansas",56.30
"Pawnee County, Nebraska",69.50
"Pawnee County, Oklahoma",80.60
"Payette County, Idaho",78.60
"Payne County, Oklahoma",80.30
"Peach County, Georgia",112.20
"Pearl River County, Mississippi",81.30
"Pecos County, Texas",60.30
"Pembina County, North Dakota",76.10
"Pemiscot County, Missouri",111.80
"Pend Oreille County, Washington",83.40
"Pender County, North Carolina",109.00
"Pendleton County, Kentucky",77.80
"Pendleton County, West Virginia",73.90
"Pennington County, Minnesota",62.40
"Pennington County, South Dakota",55.30
"Penobscot County, Maine",66.70
"Penuelas Municipio County, Puerto Rico",58.40
"Peoria County, Illinois",89.30
"Pepin County, Wisconsin",70.10
"Perkins County, Nebraska",64.90
"Perkins County, South Dakota",55.20
"Perquimans County, North Carolina",80.60
"Perry County, Alabama",111.30
"Perry County, Arkansas",89.60
"Perry County, Illinois",74.70
"Perry County, Indiana",80.40
"Perry County, Kentucky",101.10
"Perry County, Missouri",75.70
"Perry County, Mississippi",94.60
"Perry County, Ohio",73.70
"Perry County, Pennsylvania",65.60
"Perry County, Tennessee",81.20
"Pershing County, Nevada",62.60
"Person County, North Carolina",72.50
"Petersburg City County, Virginia",97.50
"Petroleum County, Montana",65.80
"Pettis County, Missouri",77.50
"Phelps County, Missouri",109.30
"Phelps County, Nebraska",50.50
"Philadelphia County, Pennsylvania",83.50
"Phillips County, Arkansas",110.50
"Phillips County, Colorado",61.70
"Phillips County, Kansas",63.90
"Phillips County, Montana",65.40
"Piatt County, Illinois",69.20
"Pickaway County, Ohio",74.40
"Pickens County, Alabama",104.70
"Pickens County, Georgia",77.40
"Pickens County, South Carolina",81.50
"Pickett County, Tennessee",90.90
"Pierce County, Georgia",84.00
"Pierce County, North Dakota",67.80
"Pierce County, Nebraska",71.10
"Pierce County, Washington",75.50
"Pierce County, Wisconsin",61.30
"Pike County, Alabama",103.80
"Pike County, Arkansas",101.50
"Pike County, Georgia",111.90
"Pike County, Illinois",66.60
"Pike County, Indiana",100.80
"Pike County, Kentucky",76.50
"Pike County, Missouri",68.90
"Pike County, Mississippi",92.70
"Pike County, Ohio",79.40
"Pike County, Pennsylvania",58.00
"Pima County, Arizona",58.30
"Pinal County, Arizona",48.10
"Pine County, Minnesota",67.90
"Pinellas County, Florida",52.10
"Pipestone County, Minnesota",74.40
"Piscataquis County, Maine",67.70
"Pitkin County, Colorado",34.00
"Pitt County, North Carolina",95.30
"Pittsburg County, Oklahoma",74.90
"Pittsylvania County, Virginia",78.80
"Piute County, Utah",71.30
"Placer County, California",65.80
"Plaquemines Parish County, Louisiana",81.60
"Platte County, Missouri",70.50
"Platte County, Nebraska",67.00
"Platte County, Wyoming",59.30
"Pleasants County, West Virginia",88.80
"Plumas County, California",76.90
"Plymouth County, Iowa",49.80
"Plymouth County, Massachusetts",54.60
"Pocahontas County, Iowa",70.00
"Pocahontas County, West Virginia",76.40
"Poinsett County, Arkansas",90.90
"Pointe Coupee Parish County, Louisiana",94.60
"Polk County, Arkansas",77.90
"Polk County, Florida",76.40
"Polk County, Georgia",105.40
"Polk County, Iowa",62.70
"Polk County, Minnesota",71.30
"Polk County, Missouri",93.70
"Polk County, North Carolina",79.50
"Polk County, Nebraska",70.70
"Polk County, Oregon",75.00
"Polk County, Tennessee",95.20
"Polk County, Texas",124.50
"Polk County, Wisconsin",78.20
"Ponce Municipio County, Puerto Rico",58.10
"Pondera County, Montana",75.80
"Pontotoc County, Mississippi",122.00
"Pontotoc County, Oklahoma",87.40
"Pope County, Arkansas",77.00
"Pope County, Illinois",84.20
"Pope County, Minnesota",59.20
"Poquoson City County, Virginia",77.10
"Portage County, Ohio",67.90
"Portage County, Wisconsin",59.30
"Porter County, Indiana",64.40
"Portsmouth City County, Virginia",93.30
"Posey County, Indiana",73.30
"Pottawatomie County, Kansas",83.60
"Pottawatomie County, Oklahoma",84.70
"Pottawattamie County, Iowa",70.80
"Potter County, Pennsylvania",63.00
"Potter County, South Dakota",55.70
"Potter County, Texas",97.00
"Powder River County, Montana",57.70
"Powell County, Kentucky",126.80
"Powell County, Montana",70.40
"Power County, Idaho",80.60
"Poweshiek County, Iowa",70.10
"Powhatan County, Virginia",79.80
"Prairie County, Arkansas",92.20
"Prairie County, Montana",73.40
"Pratt County, Kansas",86.60
"Preble County, Ohio",86.60
"Prentiss County, Mississippi",107.20
"Presidio County, Texas",52.80
"Presque Isle County, Michigan",77.60
"Preston County, West Virginia",75.20
"Price County, Wisconsin",66.20
"Prince Edward County, Virginia",83.30
"Prince George County, Virginia",76.50
"Prince George's County, Maryland",75.00
"Prince of Wales-Outer Ketchikan County, Alaska",
"Prince William County, Virginia",69.00
"Providence County, Rhode Island",54.30
"Prowers County, Colorado",75.50
"Pueblo County, Colorado",75.70
"Pulaski County, Arkansas",88.80
"Pulaski County, Georgia",84.00
"Pulaski County, Illinois",79.80
"Pulaski County, Indiana",72.20
"Pulaski County, Kentucky",82.00
"Pulaski County, Missouri",80.70
"Pulaski County, Virginia",89.10
"Pushmataha County, Oklahoma",79.60
"Putnam County, Florida",70.60
"Putnam County, Georgia",86.30
"Putnam County, Illinois",76.30
"Putnam County, Indiana",77.10
"Putnam County, Missouri",77.90
"Putnam County, New York",49.00
"Putnam County, Ohio",69.90
"Putnam County, Tennessee",87.30
"Putnam County, West Virginia",85.90
"Quay County, New Mexico",61.40
"Quebradillas Municipio County, Puerto Rico",56.00
"Queen Anne's County, Maryland",70.10
"Queens County, New York",43.10
"Quitman County, Georgia",90.10
"Quitman County, Mississippi",83.30
"Rabun County, Georgia",81.10
"Racine County, Wisconsin",74.40
"Radford City County, Virginia",94.50
"Rains County, Texas",127.60
"Raleigh County, West Virginia",90.40
"Ralls County, Missouri",78.30
"Ramsey County, Minnesota",78.30
"Ramsey County, North Dakota",89.10
"Randall County, Texas",70.60
"Randolph County, Alabama",94.40
"Randolph County, Arkansas",88.20
"Randolph County, Georgia",75.30
"Randolph County, Illinois",81.60
"Randolph County, Indiana",71.10
"Randolph County, Missouri",82.00
"Randolph County, North Carolina",92.30
"Randolph County, West Virginia",79.60
"Rankin County, Mississippi",72.10
"Ransom County, North Dakota",58.50
"Rapides Parish County, Louisiana",109.90
"Rappahannock County, Virginia",68.20
"Ravalli County, Montana",62.10
"Rawlins County, Kansas",60.30
"Ray County, Missouri",76.50
"Reagan County, Texas",104.30
"Real County, Texas",69.30
"Red Lake County, Minnesota",68.70
"Red River County, Texas",99.20
"Red River Parish County, Louisiana",88.50
"Red Willow County, Nebraska",60.70
"Redwood County, Minnesota",62.60
"Reeves County, Texas",71.50
"Refugio County, Texas",84.00
"Reno County, Kansas",75.80
"Rensselaer County, New York",57.20
"Renville County, Minnesota",72.00
"Renville County, North Dakota",57.80
"Republic County, Kansas",85.10
"Reynolds County, Missouri",92.90
"Rhea County, Tennessee",95.30
"Rice County, Kansas",75.40
"Rice County, Minnesota",63.70
"Rich County, Utah",72.20
"Richardson County, Nebraska",89.80
"Richland County, Illinois",65.20
"Richland County, Montana",66.00
"Richland County, North Dakota",61.70
"Richland County, Ohio",77.40
"Richland County, South Carolina",83.40
"Richland County, Wisconsin",81.00
"Richland Parish County, Louisiana",76.10
"Richmond City County, Virginia",85.30
"Richmond County, Georgia",90.30
"Richmond County, North Carolina",106.10
"Richmond County, New York",35.30
"Richmond County, Virginia",81.30
"Riley County, Kansas",66.00
"Rincon Municipio County, Puerto Rico",39.70
"Ringgold County, Iowa",34.60
"Rio Arriba County, New Mexico",64.40
"Rio Blanco County, Colorado",54.80
"Rio Grande County, Colorado",62.80
"Rio Grande Municipio County, Puerto Rico",49.60
"Ripley County, Indiana",93.10
"Ripley County, Missouri",93.90
"Ritchie County, West Virginia",88.40
"Riverside County, California",68.10
"Roane County, Tennessee",71.80
"Roane County, West Virginia",86.30
"Roanoke City County, Virginia",88.00
"Roanoke County, Virginia",65.50
"Roberts County, South Dakota",82.90
"Roberts County, Texas",79.30
"Robertson County, Kentucky",116.50
"Robertson County, Tennessee",110.40
"Robertson County, Texas",82.20
"Robeson County, North Carolina",87.60
"Rock County, Minnesota",71.20
"Rock County, Nebraska",95.00
"Rock County, Wisconsin",73.90
"Rock Island County, Illinois",64.60
"Rockbridge County, Virginia",71.00
"Rockcastle County, Kentucky",72.20
"Rockdale County, Georgia",81.50
"Rockingham County, North Carolina",81.10
"Rockingham County, New Hampshire",53.10
"Rockingham County, Virginia",73.80
"Rockland County, New York",48.60
"Rockwall County, Texas",94.50
"Roger Mills County, Oklahoma",77.50
"Rogers County, Oklahoma",77.30
"Rolette County, North Dakota",81.70
"Rooks County, Kansas",62.60
"Roosevelt County, Montana",122.40
"Roosevelt County, New Mexico",66.40
